DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,ACCU_DC_POWER,ACCU_AC_POWER,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
15-05-2020 14:15,259813.2857,25352.54643,100265.4643,4240821.451,415004.7871,34.13076993,55.030613,0.893661491
15-05-2020 14:30,142901.9321,13989.19607,105649.5071,4383723.383,428993.9832,34.08138427,54.51913673,0.466788824
15-05-2020 14:45,160715.5298,15723.05536,108951.8988,4544438.913,444717.0386,33.69572221,47.61819464,0.542138496
15-05-2020 15:00,128604.375,12603.76607,112657.625,4673043.288,457320.8046,33.89057607,46.0290812,0.398888543
15-05-2020 15:15,143255.1429,14031.02679,115986,4816298.431,471351.8314,34.043744,44.28609193,0.447292149
15-05-2020 15:30,166946.3214,16342.91964,119794.5238,4983244.752,487694.7511,34.40285233,46.7442812,0.565196397
15-05-2020 15:45,107547.1607,10543.76607,122858.381,5090791.913,498238.5171,34.43094267,43.9206158,0.346230693
15-05-2020 16:00,109120.6786,10704.02321,125887.7679,5199912.592,508942.5404,34.38115033,43.33285333,0.35818237
15-05-2020 16:15,99493.01786,9763.446429,128208.5357,5299405.61,518705.9868,34.12625693,41.00743193,0.328896119
15-05-2020 16:30,104079.6071,10210.66429,130816.0179,5403485.217,528916.6511,34.35660993,41.28059067,0.344954196
15-05-2020 16:45,77777.19643,7643.759524,133059.1667,5481262.413,536560.4106,33.86159653,39.41907593,0.260346758
15-05-2020 17:00,49913.76786,4894.992857,134620.8393,5531176.181,541455.4035,33.44331357,36.82670364,0.166812741
15-05-2020 17:15,49718.66072,4875.005357,135859.3036,5580894.842,546330.4088,33.30025473,35.8522074,0.173898637
15-05-2020 17:30,26248.83333,2558.016667,136646.75,5607143.675,548888.4255,33.0321222,34.3384004,0.08716189
15-05-2020 17:45,11391.25,1102.005357,137121.8571,5618534.925,549990.4308,32.31187113,31.54853933,0.038403034
15-05-2020 18:00,6505,628.3767857,137350.4464,5625039.925,550618.8076,31.13241364,30.225331,0.022544936
15-05-2020 18:15,2199.217857,212.1517857,137449.6071,5627239.143,550830.9594,29.24311093,28.6825074,0.009149945
15-05-2020 18:30,0,0,137473,5627239.143,550830.9594,28.495518,27.28599227,0.001841025
15-05-2020 18:45,0,0,137473,5627239.143,550830.9594,27.8840638,25.96194653,0
15-05-2020 19:00,0,0,87463,5627239.143,550830.9594,27.4559754,25.38531307,0
15-05-2020 19:15,0,0,87463,5627239.143,550830.9594,27.0975484,25.2008464,0
15-05-2020 19:30,0,0,87463,5627239.143,550830.9594,27.01870113,25.74526773,0.000125383
15-05-2020 19:45,0,0,87463,5627239.143,550830.9594,23.78723747,22.5114056,0.00010022
15-05-2020 20:00,0,0,87463,5627239.143,550830.9594,22.66317964,20.29072571,0
15-05-2020 20:15,0,0,87463,5627239.143,550830.9594,23.41209707,20.73659667,0
15-05-2020 20:30,0,0,87463,5627239.143,550830.9594,22.30098867,20.37541693,0
15-05-2020 20:45,0,0,87463,5627239.143,550830.9594,22.0374816,20.31280513,0
15-05-2020 21:00,0,0,87463,5627239.143,550830.9594,22.16851807,20.6512674,0
15-05-2020 21:15,0,0,87463,5627239.143,550830.9594,22.1193604,20.6320862,0
15-05-2020 21:30,0,0,87463,5627239.143,550830.9594,22.22125033,20.75869967,0
15-05-2020 21:45,0,0,87463,5627239.143,550830.9594,22.23682847,20.91441667,0
15-05-2020 22:00,0,0,87463,5627239.143,550830.9594,22.22185843,20.89570393,0
15-05-2020 22:15,0,0,87463,5627239.143,550830.9594,22.14931253,20.73218587,0
15-05-2020 22:30,0,0,87463,5627239.143,550830.9594,22.10471387,20.82985207,0
15-05-2020 22:45,0,0,87463,5627239.143,550830.9594,22.05707993,21.07227567,0
15-05-2020 23:00,0,0,87463,5627239.143,550830.9594,22.23601831,21.24131654,0
16-05-2020 02:00,0,0,0,0,0,21.68216,20.072144,0
16-05-2020 02:15,0,0,0,0,0,21.6884114,19.9192038,0
16-05-2020 02:30,0,0,0,0,0,21.51040853,19.59269193,0
16-05-2020 02:45,0,0,0,0,0,21.496287,19.6248698,0
16-05-2020 03:00,0,0,0,0,0,21.6459126,20.06520593,0
16-05-2020 03:15,0,0,0,0,0,21.6743142,20.11216013,0
16-05-2020 03:30,0,0,0,0,0,21.73142093,20.351884,0
16-05-2020 03:45,0,0,0,0,0,21.78016573,20.50589407,0
16-05-2020 04:00,0,0,0,0,0,21.85855536,20.81391043,0
16-05-2020 04:15,0,0,0,0,0,21.89991073,20.71264033,0
16-05-2020 04:30,0,0,0,0,0,21.92704853,20.72603773,0
16-05-2020 04:45,0,0,0,0,0,22.0286844,20.79640287,0
16-05-2020 05:00,0,0,0,0,0,21.93278,20.6822592,0
16-05-2020 05:15,0,0,0,0,0,21.86625167,20.47236933,0
16-05-2020 05:30,0,0,0,0,0,21.87658507,20.76019287,0
16-05-2020 05:45,0,0,0,0,0,21.95998927,20.5434348,0.000147169
16-05-2020 06:00,1131.053571,109.1625,1.571428572,1131.053571,109.1625,21.9232375,20.25681407,0.006205959
16-05-2020 06:15,7475.339286,722.45,90.73214286,8606.392857,831.6125,21.8604004,20.4303872,0.023633737
16-05-2020 06:30,15531.42857,1505.285714,364.4285714,24137.82143,2336.898214,21.98583367,21.195638,0.049514968
16-05-2020 06:45,24837.35714,2414.701786,844.1428572,48975.17857,4751.6,22.13967073,22.18941033,0.079269643
16-05-2020 07:00,34152.96429,3337.728571,1554.517857,83128.14285,8089.328571,22.45271393,23.1112346,0.109037968
16-05-2020 07:15,43348.05357,4249.375,2492.464286,126476.1964,12338.70357,22.6524518,24.24170127,0.138115452
16-05-2020 07:30,54443.98214,5338.832143,3675.803571,180920.1786,17677.53571,22.97513853,25.66848753,0.174117525
16-05-2020 07:45,75347.57143,7404.75,5239.196429,256267.75,25082.28571,23.38855407,27.93747607,0.243642806
16-05-2020 08:00,92338.64286,9070.471429,7313.928571,348606.3929,34152.75714,23.8905234,30.79129613,0.298052989
16-05-2020 08:15,105235.3036,10321.04107,9738.428571,453841.6964,44473.79821,24.42785433,33.0092104,0.338650411
16-05-2020 08:30,130559.5893,12793.21429,12581.16071,584401.2857,57267.0125,25.16689847,36.6061888,0.427548953
16-05-2020 08:45,142487.0179,13958.07679,15980.78571,726888.3036,71225.08929,25.75717567,38.89201073,0.470081485
16-05-2020 09:00,140956.3036,13808.62679,19501.75,867844.6071,85033.71607,25.99942227,38.70590013,0.461185769
16-05-2020 09:15,127605.1429,12505.04643,22719.85714,995449.75,97538.7625,26.29700733,39.34378447,0.41958991
16-05-2020 09:30,129779.4107,12717.13036,25885.82143,1125229.161,110255.8929,26.59366867,39.87995233,0.420493884
16-05-2020 09:45,161148.2321,15778.14286,29357.875,1286377.393,126034.0357,27.03096947,41.82566533,0.540593679
16-05-2020 10:00,161620.1607,15823.0625,33606.30357,1447997.554,141857.0982,27.61135453,46.07265193,0.491453022
16-05-2020 10:15,156988.0357,15370.61786,37151.33929,1604985.589,157227.7161,27.93121329,44.468571,0.469728831
16-05-2020 10:30,206873.0893,20231.725,41729.91071,1811858.679,177459.4411,28.2829874,48.962665,0.654436842
16-05-2020 10:45,183095.4286,17914.65714,46531.17857,1994954.107,195374.0982,28.78232633,50.154118,0.595521375
16-05-2020 11:00,177344.375,17355.68214,50857.83929,2172298.482,212729.7804,29.1554974,49.15606887,0.575263897
16-05-2020 11:15,167348.3571,16382.225,55151.375,2339646.839,229112.0054,29.3643758,48.12385467,0.542374875
16-05-2020 11:30,157634.875,15434.82679,59174.82143,2497281.714,244546.8321,29.6892496,46.51825533,0.493430553
16-05-2020 11:45,194969.0179,19073.22857,63265.73214,2692250.732,263620.0607,29.8473918,47.0438902,0.62278731
16-05-2020 12:00,198417.8393,19409.38393,68117.66072,2890668.571,283029.4446,30.08986207,50.09181933,0.662004302
16-05-2020 12:15,164938.3571,16146.92143,72740,3055606.929,299176.3661,30.37689871,48.67528186,0.540425129
16-05-2020 12:30,228677.5536,22351.07143,77410.21429,3284284.482,321527.4375,30.8864686,50.44957047,0.76711941
16-05-2020 12:45,245404.1964,23955.61429,83231.75,3529688.679,345483.0518,31.2210448,54.23274553,0.812240641
16-05-2020 13:00,191385.5179,18721.41786,88657.19643,3721074.196,364204.4696,31.31397713,52.8518024,0.636164586
16-05-2020 13:15,233783.1786,22843.68214,93901.625,3954857.375,387048.1518,31.66299653,52.0534832,0.733243599
16-05-2020 13:30,185596.8393,18158.72857,99005.14286,4140454.214,405206.8804,31.61725667,49.747872,0.583864739
16-05-2020 13:45,155359.8571,15212.20357,103092.7679,4295814.071,420419.0839,31.3661072,47.2997298,0.502392484
16-05-2020 14:00,138304.0179,13548.99643,106775.3393,4434118.089,433968.0804,31.42362873,46.57489593,0.435684946
16-05-2020 14:15,187844.4821,18380.15,110655.2679,4621962.571,452348.2304,31.98976833,47.82889013,0.595977137
16-05-2020 14:30,163898.1429,16046.51607,115194.25,4785860.714,468394.7464,32.24326421,48.35548621,0.534500986
16-05-2020 14:45,160488.7321,15714.44464,119100.1429,4946349.446,484109.1911,32.3501976,46.20359727,0.514964407
16-05-2020 15:00,157761.0536,15448.59821,122927.6071,5104110.5,499557.7893,32.43687973,45.77020907,0.503626383
16-05-2020 15:15,130584.2143,12795.34464,126558.1607,5234694.714,512353.1339,32.52414947,45.84053753,0.419735824
16-05-2020 15:30,111366.8929,10918.89286,129491.6429,5346061.607,523272.0268,32.3280254,43.17009267,0.349962358
16-05-2020 15:45,84875.46429,8340.45,131875.9107,5430937.071,531612.4768,32.10339147,39.81443887,0.261408532
16-05-2020 16:00,74288.82143,7303.142857,133816.7679,5505225.893,538915.6196,32.02910173,37.712012,0.227681253
16-05-2020 16:15,62692.46428,6150.505357,135491.9821,5567918.357,545066.125,31.9597596,36.30115747,0.191869824
16-05-2020 16:30,57192.375,5608.755357,136983.5536,5625110.732,550674.8804,31.90710457,35.77269607,0.175596984
16-05-2020 16:45,48707.75,4775.560714,138270.8393,5673818.482,555450.4411,31.88745533,34.78123607,0.150128168
16-05-2020 17:00,43256.57143,4240.298214,139414.2857,5717075.054,559690.7393,31.74708247,33.73915807,0.133743208
16-05-2020 17:15,35250.16072,3448.071429,140379.0714,5752325.214,563138.8107,31.54080187,32.7458964,0.109053603
16-05-2020 17:30,25881.78572,2516.755357,141132.1607,5778207,565655.5661,31.30016687,31.59976787,0.079587311
16-05-2020 17:45,16533.91071,1603.101786,141650.1964,5794740.911,567258.6679,31.0485982,30.12416173,0.050450764
16-05-2020 18:00,8626.339286,833.8285714,141954.4643,5803367.25,568092.4964,30.31168413,28.36227433,0.026212863
16-05-2020 18:15,2770.267857,267.325,142092.6429,5806137.518,568359.8214,29.54822573,26.94033807,0.008812281
16-05-2020 18:30,0,0,142114,5806137.518,568359.8214,28.97306333,25.9079486,0.00035945
16-05-2020 18:45,0,0,142114,5806137.518,568359.8214,28.6859842,25.50321853,0
16-05-2020 19:00,0,0,142114,5806137.518,568359.8214,28.31019579,25.37907214,0
16-05-2020 19:15,0,0,142114,5806137.518,568359.8214,27.9578898,25.1996236,0
16-05-2020 19:30,0,0,142114,5806137.518,568359.8214,27.57085773,25.1651774,0
16-05-2020 19:45,0,0,142114,5806137.518,568359.8214,27.256431,24.9509702,0
16-05-2020 20:00,0,0,142114,5806137.518,568359.8214,26.9411986,24.4972452,0
16-05-2020 20:15,0,0,142114,5806137.518,568359.8214,26.70199373,24.07971407,0
16-05-2020 20:30,0,0,142114,5806137.518,568359.8214,26.483793,23.82730513,0
16-05-2020 20:45,0,0,142114,5806137.518,568359.8214,26.31202486,23.62220114,0
16-05-2020 21:00,0,0,142114,5806137.518,568359.8214,26.0082478,23.32152507,0
16-05-2020 21:15,0,0,142114,5806137.518,568359.8214,25.61655473,22.952588,0
16-05-2020 21:30,0,0,142114,5806137.518,568359.8214,25.28644193,22.64899693,0
16-05-2020 21:45,0,0,142114,5806137.518,568359.8214,25.1239094,22.43270273,0
16-05-2020 22:00,0,0,142114,5806137.518,568359.8214,25.0534728,22.2860412,0
16-05-2020 22:15,0,0,142114,5806137.518,568359.8214,24.8400106,22.0829142,0
16-05-2020 22:30,0,0,142114,5806137.518,568359.8214,24.61206653,21.97715853,0
16-05-2020 22:45,0,0,142114,5806137.518,568359.8214,24.49298086,22.05269729,0
16-05-2020 23:00,0,0,142114,5806137.518,568359.8214,24.46162507,22.18635247,0
16-05-2020 23:15,0,0,142114,5806137.518,568359.8214,24.39256807,22.2029236,0
16-05-2020 23:30,0,0,142114,5806137.518,568359.8214,24.3780212,22.11262207,0
16-05-2020 23:45,0,0,130779,5806137.518,568359.8214,24.2493468,21.81421107,0
17-05-2020 00:00,0,0,4908,0,0,24.17016593,21.63149,0
17-05-2020 00:15,0,0,0,0,0,24.01153147,21.6482788,0
17-05-2020 00:30,0,0,0,0,0,23.8949484,21.48822633,0
17-05-2020 00:45,0,0,0,0,0,23.936809,21.51564464,0
17-05-2020 01:00,0,0,0,0,0,23.87931507,21.53955707,0
17-05-2020 01:15,0,0,0,0,0,23.75795087,21.39526567,0
17-05-2020 01:30,0,0,0,0,0,23.73213194,21.87146944,0
17-05-2020 01:45,0,0,0,0,0,23.72653607,21.64628907,0
17-05-2020 02:00,0,0,0,0,0,23.5248778,21.33722527,0
17-05-2020 02:15,0,0,0,0,0,23.45815413,21.35768833,0
17-05-2020 02:30,0,0,0,0,0,23.3887412,21.38264987,0
17-05-2020 02:45,0,0,0,0,0,23.26528493,21.25517264,0
17-05-2020 03:00,0,0,0,0,0,23.3172954,21.50079127,0
17-05-2020 03:15,0,0,0,0,0,23.2138916,21.4639018,0
17-05-2020 03:30,0,0,0,0,0,22.9518738,20.87708947,0
17-05-2020 03:45,0,0,0,0,0,22.941931,20.8091066,0
17-05-2020 04:00,0,0,0,0,0,22.86391193,20.7552002,0
17-05-2020 04:15,0,0,0,0,0,22.82215787,20.88553047,0
17-05-2020 04:30,0,0,0,0,0,22.8671814,21.15483607,0
17-05-2020 04:45,0,0,0,0,0,22.74696047,21.0750916,0
17-05-2020 05:00,0,0,0,0,0,22.56799927,20.84764007,0
17-05-2020 05:15,0,0,0,0,0,22.57251407,20.91312521,0
17-05-2020 05:30,0,0,0,0,0,22.5491474,21.07022893,0
17-05-2020 05:45,0,0,0,0,0,22.5879394,21.22639153,0.000333455
17-05-2020 06:00,33.875,3.2625,0.125,33.875,3.2625,22.69311313,21.41633907,0.004784626
17-05-2020 06:15,2686.321429,259.1571429,24.14285714,2720.196429,262.4196429,22.79481627,21.68954673,0.012349708
17-05-2020 06:30,9962.357143,963.4142857,165.8928571,12682.55357,1225.833929,22.68567307,21.89033827,0.034180881
17-05-2020 06:45,19398.21429,1883.044643,504.1071429,32080.76786,3108.878571,22.94856573,22.59763193,0.067904608
17-05-2020 07:00,31089.03572,3034.264286,1116.857143,63169.80357,6143.142857,23.29249893,23.8324564,0.106996056
17-05-2020 07:15,54007.76786,5296.4375,2154.25,117177.5714,11439.58036,23.61099233,25.83404733,0.196433397
17-05-2020 07:30,62683.94643,6154.719643,3483.339286,179861.5179,17594.3,23.90845814,27.4991695,0.221922492
17-05-2020 07:45,94392.71429,9265.571429,5414.482143,274254.2321,26859.87143,24.33187667,30.97835493,0.322464755
17-05-2020 08:00,111470.2679,10929.79821,8076.821428,385724.5,37789.66964,25.0617614,34.63271467,0.378702412
17-05-2020 08:15,113588.1786,11135.29464,10794.66071,499312.6786,48924.96429,25.64680373,37.81797673,0.383550269
17-05-2020 08:30,123013.8929,12057.81071,13581.05357,622326.5714,60982.775,26.14622593,40.32618213,0.416975347
17-05-2020 08:45,164801.1607,16134.91964,17065.30357,787127.7321,77117.69464,27.0309326,44.45619293,0.561811632
17-05-2020 09:00,169528.375,16595.9625,21327.76786,956656.1071,93713.65714,27.683191,48.176432,0.576084459
17-05-2020 09:15,142848.4821,13991.15536,24857.03571,1099504.589,107704.8125,27.98594029,45.11740971,0.441706429
17-05-2020 09:30,183590.8214,17965.31071,29155.64286,1283095.411,125670.1232,28.59910273,46.90497853,0.626964662
17-05-2020 09:45,227299.5893,22218.23036,34038.01786,1510395,147888.3536,29.23562,49.9406148,0.772358071
17-05-2020 10:00,216354.1607,21149.98929,39706.44643,1726749.161,169038.3429,30.09131267,52.08946933,0.753537445
17-05-2020 10:15,213328.3571,20861.55714,44739.875,1940077.518,189899.9,30.02618813,48.93250113,0.717545169
17-05-2020 10:30,225160.4464,21990.91071,50157.58929,2165237.964,211890.8107,30.15890107,50.7184002,0.685881602
17-05-2020 10:45,252507.3214,24634.42857,56142.67857,2417745.286,236525.2393,31.06742553,55.4462772,0.855109075
17-05-2020 11:00,243104.7857,23719.48214,61854.625,2660850.071,260244.7214,31.16485807,55.28936173,0.812389053
17-05-2020 11:15,277243.9464,27034.63214,68351.96429,2938094.018,287279.3536,31.53113,60.20856953,0.997903636
17-05-2020 11:30,268838.8214,26224.0625,75207.96429,3206932.839,313503.4161,32.31780807,63.14558157,0.97745754
17-05-2020 11:45,236420.6607,23074.48155,81300.02976,3443353.5,336577.8976,32.5278644,61.8019916,0.869908956
17-05-2020 12:00,179601.3393,17569.68036,86055.96429,3622954.839,354147.578,32.49596767,56.10107627,0.635450962
17-05-2020 12:15,232526.0893,22708.04821,91072.14286,3855480.929,376855.6262,32.98554907,55.0942282,0.783589389
17-05-2020 12:30,183652.2321,17951.93393,96224.94643,4039133.161,394807.5601,33.10833713,56.4158632,0.669670513
17-05-2020 12:45,230469.8571,22497.81786,101040.5893,4269603.018,417305.378,33.6491878,56.55667753,0.837124353
17-05-2020 13:00,129220.8929,12658.40357,106043.5,4398823.911,429963.7815,33.88692627,53.80755813,0.422498875
17-05-2020 13:15,141976.3036,13890.50893,108532.2857,4540800.214,443854.2905,33.05344033,43.3909484,0.451771234
17-05-2020 13:30,225256.0893,21993.32321,113827.0714,4766056.304,465847.6137,33.727413,54.2896504,0.742889743
17-05-2020 13:45,186896.5536,18266.875,118395.125,4952952.857,484114.4887,34.05229864,52.02791714,0.625084994
17-05-2020 14:00,195425.2679,19093.95893,123746.1429,5148378.125,503208.4476,34.48483913,55.32990507,0.697772575
17-05-2020 14:15,127088.5714,12450.14643,127161.4107,5275466.696,515658.594,34.30416453,47.85390453,0.431178431
17-05-2020 14:30,87466.92857,8580.126786,129928.2679,5362933.625,524238.7208,34.02411533,44.90596927,0.315089903
17-05-2020 14:45,209780.7679,20508.23929,133314.0357,5572714.393,544746.9601,34.14708273,47.63582767,0.659827118
17-05-2020 15:00,203799.6607,19932.61071,138772,5776514.054,564679.5708,35.10977173,54.05481967,0.683636201
17-05-2020 15:15,157427.5536,15414.26607,143098.8036,5933941.607,580093.8369,35.25248613,49.98867167,0.510241673
17-05-2020 15:30,174269.9286,17053.45357,147282.5893,6108211.536,597147.2905,34.98165257,49.41860521,0.590900486
17-05-2020 15:45,92518.625,9080.110714,150319.9643,6200730.161,606227.4012,34.6127872,43.38971593,0.289312882
17-05-2020 16:00,140131.1786,13724.56071,153352.6964,6340861.339,619951.9619,34.737508,44.04532647,0.453365883
17-05-2020 16:15,102908.5476,10094.68988,156142.5774,6443769.887,630046.6518,31.03193886,39.52693836,0.338433116
17-05-2020 16:30,93120.17857,9136.144643,158513.75,6536890.065,639182.7964,29.56562293,36.2766234,0.291312887
17-05-2020 16:45,81902.26786,8045.358929,160702.1786,6618792.333,647228.1554,29.36376953,35.6045024,0.257869254
17-05-2020 17:00,44835.80357,4395.608928,162235.8929,6663628.137,651623.7643,28.75074867,32.94330453,0.14100155
17-05-2020 17:15,36720.33929,3597.630357,163210.6429,6700348.476,655221.3946,28.2966472,30.6336732,0.117034171
17-05-2020 17:30,30144.78571,2934.023214,164033.7679,6730493.262,658155.4179,27.60173907,29.47836743,0.094512842
17-05-2020 17:45,19238.32143,1867.342857,164656.3036,6749731.583,660022.7607,26.7289,27.917517,0.061722936
17-05-2020 18:00,6983.267857,674.7803571,164965.0536,6756714.851,660697.5411,26.35418707,26.4137554,0.023625548
17-05-2020 18:15,2879.696429,277.8482143,165077.625,6759594.548,660975.3893,26.1361226,25.3737672,0.010367788
17-05-2020 18:30,0,0,165106,6759594.548,660975.3893,26.14108673,25.04768067,0.00083712
17-05-2020 18:45,0,0,165106,6759594.548,660975.3893,25.9966144,24.61709587,0
17-05-2020 19:00,0,0,165106,6759594.548,660975.3893,25.8602378,24.0412028,0
17-05-2020 19:15,0,0,165106,6759594.548,660975.3893,25.98387433,24.02473347,0
17-05-2020 19:30,0,0,165106,6759594.548,660975.3893,25.90812167,24.07766727,0
17-05-2020 19:45,0,0,165106,6759594.548,660975.3893,25.81638657,24.16028707,0
17-05-2020 20:00,0,0,165106,6759594.548,660975.3893,25.67117727,24.32260127,0
17-05-2020 20:15,0,0,165106,6759594.548,660975.3893,25.50143227,23.83279847,0
17-05-2020 20:30,0,0,165106,6759594.548,660975.3893,25.29024047,23.78933507,0
17-05-2020 20:45,0,0,165106,6759594.548,660975.3893,25.28608,24.1300782,0
17-05-2020 21:00,0,0,165106,6759594.548,660975.3893,25.3820984,24.566923,0
17-05-2020 21:15,0,0,165106,6759594.548,660975.3893,22.50401007,21.09329027,0
17-05-2020 21:30,0,0,165106,6759594.548,660975.3893,21.50778593,20.427958,0
17-05-2020 21:45,0,0,165106,6759594.548,660975.3893,21.29480636,20.37712093,0
17-05-2020 22:00,0,0,165106,6759594.548,660975.3893,21.23754673,20.449766,0
17-05-2020 22:15,0,0,165106,6759594.548,660975.3893,21.26081347,20.511558,0
17-05-2020 22:30,0,0,165106,6759594.548,660975.3893,21.314433,20.63365873,0
17-05-2020 22:45,0,0,165106,6759594.548,660975.3893,21.31589153,20.69088327,0
17-05-2020 23:00,0,0,165106,6759594.548,660975.3893,21.2205322,20.5905884,0
17-05-2020 23:15,0,0,165106,6759594.548,660975.3893,21.21657507,20.6353922,0
17-05-2020 23:30,0,0,165106,6759594.548,660975.3893,21.273112,20.63249327,0
17-05-2020 23:45,0,0,155005.2857,6759594.548,660975.3893,21.20941829,20.56311471,0
18-05-2020 00:00,0,0,5682.25,0,0,21.1556906,20.59939973,0
